listing_id,id,date,reviewer_id,reviewer_name,comments
199568,1917348,2012-08-07,3002990,Amy,"Sara was so sweet and helpful! We had a very busy schedule while visiting Salem since we were visiting our friends for their wedding just outside of the city. There were alot of events planned where we didn't come back until late in the night but Sara made everything so easy. Since we didn't get back until late sometimes, it was great that we had a separate entrance to enter the apartment. You wouldn't even know that anyone was upstairs, it was so quiet! The apartment was very clean and well kept. The kitchen was totally stocked with everything you can think of and she even had the fridge stocked with the essentials! This was our first air bnb experience and we will defiantly rent again if all our hostesses are like Sara!! Whenever we are back in Salem this is the only place we will stay now!"
199568,2175641,2012-09-02,1851439,Darwin,"Sara and her apt. are wonderful! She provides everything a traveller might need. Our stay there was very convenient, peaceful and pleasant"
199568,2461401,2012-10-01,2057093,Rebecca,"I rented this place for a whole month(!) and Sarah was a great hostess. She was so friendly and made me feel at ease being so far away from my friends and family. Her apartment was clean and comfortable. There is a mini-fridge, stove top, washer and dryer available. Lots of good parks nearby for running or walking. The neighborhood was safe and I would stay here again if in Salem. "
199568,2784080,2012-11-02,980966,Cis,"I was on a Travel nurse assignment and spent one month of it at a hotel type apt, very nice to have it cleaned but it was close to the highway and really kind of dull and not much nature around. When I saw the garden apt it was just what I wanted and when I got in touch with Sara she was a sweetheart, easy to talk to and has become a friend. The apt is sweet and surrounded by gardens, really is what I needed and wanted. Have another month to go and Sara has been very accomodating. She also knows everything there is to know about the area!!!"
199568,3896745,2013-03-25,5393077,Porthos,"Since this was my first experience as an Airbnb guest, I didn't know exactly what to expect...but I was pleasantly surprised. Sara was an excellent host, very attentive to my (rather minimal) needs. The apartment was removed enough from the hustle and bustle of city traffic to be peaceful, but close enough that I could get where I wanted to go without difficulty. All in all, it was a VERY pleasurable experience...and exactly the kind of thing for which I was looking while staying in Salem. I hope my next experiences with Airbnb come even close to approaching this caliber."
199568,4058197,2013-04-06,5693807,Sharon,"Sara's apartment is very charming and spacious.  I loved the cozy bed. I enjoyed the patio and garden, which I'm sure must be beautiful in summertime. (I was there in rainy April.)  Everything was very clean and comfortable.  I liked the little book-lined sitting room, and the kitchen had everything you'd need.  Sara is warm and helpful and I would have enjoyed chatting with her if I'd had more time, especially about her garden.  A delightful place to stay if you're visiting Salem!"
199568,4199983,2013-04-17,5869650,James,"I came to Salem for a conference and was not familiar with the area. Sara and the Garden Studio Apt. were wonderful! Sara met me there to give some instructions on the fireplace, amenities etc. and just to be a great and personable hostess. I indicated that I was interested in birding while I was in the area since I was traveling by foot while attending the conference and she immediately had me borrow a book specializing in the specific bird species of the area that I took on my walks each day. Her library is a wonderful resource for any traveler- just as Sara is fount of knowledge herself! I left knowing that this will be the place that I stay in Salem from now on!"
199568,4593853,2013-05-14,4371576,Ellen/ Tom,We recommend Saras' garden apartment in Salem.  This is a very pleasant space to be in with a lovely garden all around.  Sara is a welcoming and good host.  We were  treated to breakfast supplies that were delicious and much appreciated as it saved on some running around and expense over a busy weekend.
199568,4751100,2013-05-23,48796,Joan,The room was spacious and clean. The kitchen had basic staples. Sara was warm and inviting. The bed was comfortable. If we ever came to Salem we would stay here again
199568,5009006,2013-06-07,6181664,Bonnie,"Sara is a very friendly, helpful, and accommodating host.  The apartment has tons of information on the area and she provided great recommendations on places to visit in the area.  The apartment is exactly as shown in the photos and is stocked with anything you would need to make it functional.  She was also very helpful when my traveling partner had a dental emergency and got us in with a specialist recommended by her dentist - that's not something you want to just find using google!  I look forward to staying there again!"
199568,5054384,2013-06-10,889267,Linda,"We had planned to stay two nights, but a medical emergency required an additional two nights.  Sara made other arrangements for the guests who would have had the space we were in.  She was very graciously accommodating in our time of need."
199568,5632222,2013-07-09,4994085,Joseph,Loved Sara's Garden Studio. It was great space for our family and she was so accommodating. It is also really close to a number of food spots and quick trip across river to downtown Salem. Plan a trip in July to get some fresh berries from the garden!
199568,5842734,2013-07-19,6181664,Bonnie,Staying at Sara's was the best decision I made here in Salem!  It's such a beautiful property with something new blooming all the time. The location is great for accessing downtown and really any other parts of Salem. It's also a half mile walk to the grocery store and post office. Sara makes great recommendations and is willing to share a lifetime of knowledge of the area. I will be back!
199568,6727987,2013-08-23,6181664,Bonnie,Sara is a wonderful host.  It is almost like staying with family - she is outgoing and friendly and respects your privacy.  Sara has a very comfortable home and beautiful (and fruitful) garden.  I would definitely stay there again next time I am in Salem.
199568,7741880,2013-10-01,8037695,Clare,"Sara is AMAZING!!!!! And so very thoughtful!  Her studio apartment felt very much like home during my stay and it was very hard to leave.  Sara has a lot of knowledge of Oregon and the tourist places to visit and even provided me with a driver's manual to help me drive on the ""wrong"" side of the road.  I will definitely be coming back to Oregon and will definitely be looking up Sara's studio apartment again.  Thank you so much Sara for everything.  xoxo"
199568,8048911,2013-10-14,7374035,Sandra,This is a spacious apartment located within a quick drive to downtown Salem or Willamette University (where we were visiting our son).  Sara greeted us and made sure we knew where everything was.  The kitchen is well equipped.  Would definitely stay here again.
199568,8255255,2013-10-22,8738359,Julaina,"My mother and I stayed at Sarah's place and absolutely loved it. The apartment was very clean, spacious and inviting. We felt comfortable right away. Sarah made sure we had breakfast foods and all the information we needed for the apartment and the Salem area. We appreciated the privacy we had, coupled with the warm and friendly interactions we had with Sarah. If we ever have a need for a place in Salem again, we'll be checking if Sarah's is available. I'd love to enjoy a morning cup on the patio everyday. Such a gorgeous garden! We highly recommend staying at Sarah's."
199568,9317636,2013-12-21,9709586,Brad & Andrea,Sara was an exceptional host and very accomodating at all times.  Very friendly and totally separate entrance from main house on th upper level. The studio apt is actually quite large and clean with all the necessary items.  Parking is very easy and the location very good.  Close to downtown Salem.  We have nothing but positive comments and memories of our 1 month stay at Sara's. 
199568,9459951,2013-12-30,8585643,Lori,"I stayed at Sara's apartment with my husband and daughter and it was the perfect place for us. We loved it!!! Sara was a wonderful host: friendly, showed us around her apartment, helpful with suggestions of places to go and where to acquire things we might need in Salem, and then left us to ourselves. Sara also provided a wonderful variety of food, which was a sweet surprise!  Her place was great for the 3 of us.  Plenty of room, warm and cozy, quiet, and a lovely view into the garden.  I would like to go back in spring or summer and enjoy the yard and patio.  The kitchen was stocked with a wide variety of pots, pans, knives and cute dishes.  Great to be able to fix small meals.  The apartment is very visually pleasing with Sara's furnishings and art. And she also has a huge selection of books to keep you entertained.<br/><br/>The neighborhood is off a busy road, but it was quiet at Sara's home and felt safe. We were able to walk to stores in the area, which had everything we needed and if we'd had more time, we would have walked to the waterfront park.<br/><br/>Our experience at Sara's garden apartment was better than we anticipated and we all hope to stay there again in the future."
199568,10305295,2014-02-11,1739511,Giovanni,"Sara is a kind, graceful and accomodating host. The booking process was easy and smooth, the stay was very pleasant, and even though I was stuck in the apartment for a couple of days, due to a freak snow storm, I couldn't have been in a better place, with a wood-burning stove, plenty of wood, a fully stocked kitchen, cozy living room, comfortable bedroom and bathroom."
199568,12878844,2014-05-13,7374035,Sandra,This is the second time we have stayed at Sara's and this time we were able to enjoy the beauty of the garden in full bloom.  Would stay again if we are there in the future.
199568,14309366,2014-06-16,1626931,Tacoa,"We enjoyed our stay at Sara's.  She lives in a quiet neighborhood and has a lovely secluded backyard for her guests to enjoy.  The bed and pillows were a little too firm for me, but did enjoy the other furnishings and mini kitchen area.  Thanks Sara!<br/>"
199568,14786545,2014-06-26,3295766,Janet,Really enjoyed our stay at Sara's. Would recommend.
199568,15085757,2014-07-02,5659080,Jay,"We enjoyed our stay in Sara's Garden studio in Salem.  It was very spacious, with a separate sitting/dining room and a kitchen.  It's more like an apartment with large bedroom than a studio.  It was well furnished and the gardens were very pleasant.  You had to walk through them to get to the unit.  <br/>The unit was very clean, large, private and very pleasant to stay in.<br/>We never did meet Sara, but her daughter was in contact with us -- so everything was arranged and fine.<br/>We would be happy to stay here again if we are back to Salem."
199568,15556826,2014-07-11,960637,James,"Very nice! I spent 6 nights while I conducted business in town.  Everything is as described in the description / photos and other reviews so I won't  repeat it all.  I'll just add a few things and say that Sara was very welcoming and helpful!<br/><br/>The neighborhood is quiet, and very close to several parks to enjoy (don't miss the pedestrian bridge over the river).  Access to downtown is very easy.  The backyard garden is a very peaceful place to sit and enjoy.  There is a table/chairs to eat meals or do some work.  Lots of books and TV/DVD to keep you entertained along with good wireless internet.  It's great to be able to make some meals when you travel and the self-contained kitchen area has everything you'd need.<br/><br/>It was perfect for what I needed - would definitely stay here again if I'm in the area."
199568,15965174,2014-07-19,7728503,Regina,"This is an amazing spot...much more than we expected. Sara was so helpful with info about Salem and the areas around it, and she was also flexible for our schedule. The place was so clean AND roomy. The outdoors, just gorgeous. Parking was right outside the door and the neighborhood was great! Can't wait to visit Salem again and stay at this Airbnb. Thanks, Sara!"
199568,16069755,2014-07-21,15832888,Kelly,"Our stay in Salem was great. The apt. was clean and cool and very quiet.  The apt. is close to the park, downtown and shopping.. and there are great tamales at the bottom of the hill.  Sara was helpful and kind and overall the visit was great.  The entire place was very well-appointed and Sara made every effort to ensure our pleasant stay. Thank you!"
199568,17317948,2014-08-10,9493157,Jim,"Thank you kindly, Sara!  We really enjoyed meeting you - your welcome was warm  and we appreciated your thoughtful check-ins to make sure we could find everything and to make sure we were enjoying our stay.  <br/><br/>Your  apartment was delightful, clean, safe, peaceful, and true to your description.   Our favorite part of our stay was sitting in your garden with our morning  coffee.  Thank you for your sincere hospitality - we loved the fresh berries and hope to stay with you again:)  <br/><br/>Best,<br/>Jim and Michael<br/><br/><br/><br/>"
199568,17600069,2014-08-14,7528941,Thomas,"Sara's place is wonderful! It is a spacious apartment, very well equipped, clean, with a great patio to relax. The place is very quiet. Downtown and shops are within walking distance. Sara was a perfect host, helpful, communicative, and cordially. I can definitely recommend Sara's apartment!"
199568,17999874,2014-08-20,7463981,Sarah,"Beautiful 'mother-in-law' apartment that 3 of us stayed in! Sara was very helpful, made excellent recommendations and made us feel very comfortable and welcome. Great place to stay as it was relaxing and close to many of Salem's amenities!"
199568,18304915,2014-08-25,2471769,Suzanne,"I stayed in the garden studio apartment with my two teenaged daughters.  At first they were skeptical that we were ""staying in someone's house"" rather than a traditional hotel.  But within hours they were commenting about how much they like the place.  I agreed. <br/><br/>We had plenty of room.  And there was a lovely garden that we enjoyed sitting in.  We all felt like we had the space, peace and privacy that a hotel does not afford.  I felt like I was staying in a friends apartment -- there were lots of homey touches like a great selection of books and provisions for the first morning. Sara also left a notebook listing everything from the wifi code to local restaurants.  <br/><br/>Sara was out of town during our stay, but she had arranged for her adult daughter to be available for help.  We ended up calling her for help with the wifi.  She was totally responsive and had the wifi up and running within the agreed upon timeframe.  <br/><br/>In short, it was a great stay.  I look forward to returning.  Feels like home away from home."
199568,19398825,2014-09-11,2694279,André,"Sara was a wonderful host. She responded to my request right away. That prompt communication continued throughout my stay. Upon my arrival, she was kind enough to have laid out some snacks, provide me a tour of the space, and point me in the direction of some local restaurants. <br/><br/>The space was just as described and offered all I could possibly need during my visit to Salem. I would definitely stay again!"
199568,19995446,2014-09-21,5846820,Deb (& John),"Spacious, secluded & sparkling clean!  Sara's place is perfect and especially nice if you are staying for any length of time.  All if our needs were met!  Graciously!"
199568,20394398,2014-09-28,9794929,Lisa,"Our host was very responsive & helpful.  The place was perfectly clean, and as described.  We really appreciated this option, as I was ""over"" hotels and our need was immediate.<br/>"
199568,20764075,2014-10-05,5468245,Carla,"This was my second time staying at Sara’s.  It is such a comfortable and peaceful place to stay – I can’t imagine staying anywhere else when visiting Salem.  Sara is an awesome host… she is very warm and easy going.  She is available if needed, but still gives you your privacy.<br/><br/>The kitchen is well stocked, including all you need for making coffee and some healthy snacks.  I appreciate that the bathroom is also well stocked with a hair dryer, shampoo and even hairspray.<br/><br/>I would highly recommend Sara’s place to anyone visiting Salem."
199568,21281247,2014-10-14,7524342,Kelly,Sara was very accommodating during our stay.  She was flexible on our arrival time and even provided a few small things we needed for packing before we left.  The apartment was very spacious and the sitting room with the eating table was just lovely.  We didn't realize from the listing that the apartment actually had a kitchenette so were pleasantly surprised to see that!  Essentially the kitchen was fully stocked and Sara left us breakfast food AND snacks for the entire stay....MUCH more than we've ever had left out for us at any other airbnb site.  She even left us fresh fruit and veggies from her garden.  We had a very nice stay and would recommend her apartment to others!
199568,22403660,2014-11-05,5216693,Kevin,"I live in Salem and stayed here for three weeks while looking for a long-term rental. The place is nice and the bedroom is spacious. There is a wood-burning stove and plenty of wood to help keep the place cozy.<br/><br/>The kitchen has a toaster oven and a portable two-burner electric stove. Not a full setup, but enough to easily make some small meals. <br/><br/>I work downtown, and it is about a 30-minute walk. This takes you through parks on both sides of the river. In the rainy season, you'll get a bit soggy on the trip, but it would be a great walk in the dry months. <br/><br/>Sarah was a nice, friendly host. This is a great place for one or two people. I would stay here again. "
199568,22799982,2014-11-15,18916001,Kalila,"This was a perfect place to land for a college visit to Willamette.<br/>It is cozy, and inviting, and just as pictured. The three separate yet connected spaces provide flexibility for both my son and I.  Sara is warm and helpful and helped us stay warm by getting a roaring fire going on a particularly cold night.  The neighborhood is easy to navigate- just about two miles from Willamette, close to everything. <br/>"
199568,23161485,2014-11-24,21189234,Eric,"Sara was a great host. My plans changed at the last minute and she was very accommodating. The apartment was even bigger that I expected, it was clean and the bed was comfortable. I really only slept at the apartment and never cooked, but the kitchen looked well stocked and ready. I would definitely recommend both the location and the host, Sara."
199568,24604004,2014-12-31,16511241,Kailea,"Sara was a great host. We were unable to stay at her garden studio apartment, but had a second property available very close to the train and the rest of town. The neighborhood was quiet and the house was beautiful. Perfect for a couple looking to getaway for a little while. Sara patiently waited for my boyfriend and I to arrive (our train was delayed) and was very welcoming. She let us know about restaurants and the park and the nearest supermarket. We really couldn't have asked for a more perfect place to stay and a more helpful host. Thank you!  "
199568,34304275,2015-06-07,31373702,Meredith,"Sara was an amazing hostess! We loved the garden studio and it was perfect for our family. Our girls enjoyed waking up each morning and spending time in the garden. The location is perfect for getting around Salem. We will be back again!<br/>"
199568,34970536,2015-06-14,32370550,Carol,"This lovely property with fantastic garden is quiet, peaceful, and private, while being close to downtown Salem.  We spent four nights here during our relocation to Salem.  Sara is a welcoming and helpful host; she has filled the spacious studio with wonderful books, art and pottery pieces.  The decor is tastefully and charmingly eclectic.  We give Sara and this property our highest recommendation!"
199568,35470817,2015-06-19,24378048,Loren,"Sara is a wonderful and welcoming host and her Garden Studio apartment is fantastic. The apartment is comfortable, spacious and well-stocked with just about everything needed. Sara had fresh fruit and veggies and wine waiting for our arrival. There was a more than adequate variety of breakfast items along with milk, tea and coffee to send us off with a good start each day. The quiet location is only a few minutes drive from the heart of downtown and is easily walkable through pleasant parks and trails and the old railroad bridge across the river. We were in town for an American Volkssport Association convention and with morning walks and afternoon convention sessions our schedule was very full. It was so relaxing to come back each evening to the privacy and serenity of Sara's beautifully landscaped garden apartment. If we are ever back in Salem we will certainly look first to Sara for our lodging."
199568,36671225,2015-06-30,10095153,Lola,"If you are unsure about Airbnb, stay at Sara's and you will be an instant convert!  This lovely, huge and spotlessly clean downstairs apartment, with private patio, full kitchen (small fridge and two-burner cooktop), washer and dryer, and all the closet space you might want was the highlight of our trip.  Sara was excellent at keeping in touch through texting and e-mail.  She greeted us the evening we arrived by bringing us fresh raspberries, yogurt, English muffins, and soy milk.  Also in the fridge were cut vegetables and hummus for dipping, a variety of jams (some homemade), oranges, apples, a kiwi, half and half for coffee, a bottle of wine.  There was granola in the cupboard and trail mix on the counter.  We read through the binder of local information (restaurant menus, etc.) and my husband took some of the walks she suggested.  We were walking distance to a grocery, restaurants, and a riverside park where there was a world music festival going on, yet Sara's house is an oasis of calm and quiet.  We opened the blinds and the patio door and luxuriated in the garden setting."
199568,37082209,2015-07-04,19661150,Donald,"We communicated with Sara as we arrived and she was there to greet us. She showed us the apartment and went over what we needed to know. She also informed us of places and local events happening in the area and how to get there.<br/><br/>The apartment was as described and was clean and well provisioned. It was in a very quiet neighborhood with a private entrance and a private patio garden to sit and read in.<br/><br/>We would certainly recommend this to others and return if heading to Salem again. "
199568,37698557,2015-07-09,15809141,Thomas (&Quot;Andy&Quot;),"Sara is a wonderful host. She goes the extra mile. The apartment is excellent, clean, spacious, and well appointed.  This was outstanding value."
199568,37969296,2015-07-12,32601126,Ashley,"My husband and I had a wonderful experience staying at Sara's studio apartment. It was beautiful, spacious, and fully equipped with anything we would need, including a fridge full of yummy food that Sara had thoughtfully bought. Sara sent us very detailed instructions in advance and gave us a quick tour when we arrived, so everything went smoothly. She also provided us with a binder of useful information about Salem, which was much appreciated for two people who had never visited the city before. Also the location of her place is great and very convenient - minutes from downtown, but in a quiet neighborhood. We would stay there again in a heart beat!"
199568,38933332,2015-07-19,30206340,Casey,We very much enjoyed Sara's cool apartment on a hot Oregon weekend.  Our 5 yo son enjoyed an eclectic collection of children's and art books and a family Go-Fish game on the a beautiful garden patio.
199568,39405925,2015-07-23,33602615,Katharina,"We very much enjoyed staying at Sara's beautiful, spacious, downstairs apartment in West Salem. We had a refrigerator filled with yummy breakfast items and also enjoyed eating our meals on the grapevine covered patio. We had an interesting talk with Sara and felt instantly connected to her.  This is definitely a place that I would highly recommend. Katharina"
199568,40032570,2015-07-27,6950786,Sandy,"Sara's studio is very spacious and well-lit. She has a great collection of books about the region, and was also available to give recommendations. I would recommend her place for visitors to Salem. "
199568,40922378,2015-08-03,12513490,Kiley,"My husband and I stayed at Sara's in law apartment for a long weekend in July and were so glad we did. The neighborhood was very peaceful and quiet and a great home base for our wine touring. We loved her place- from the beautiful decore to the garden patio- we felt so at home. The master bed was maybe the most comfiest I have ever slept in and the living room/library was a great spot too. Sara really thought of everything and had breakfast items and and snacks waiting for us in the kitchen. If you are considering staying here, we would definitely recommend it. Such a beautiful, comfortable roomy apartment."
199568,42744062,2015-08-15,19176907,Jeff,"We enjoyed our stay with Sara, check in was smooth and the apartment was clean and comfortable. Very nice outdoor area too.  Thanks Sara."
199568,44371342,2015-08-25,31174992,Jessica,"Sara's place was amazing!  The apartment was clean, private, comfortable, conveniently located and beautiful. My husband, my daughter and I had a great stay.  We felt that finding Sara's place was a stroke of good fortune.  I would recommend it many times over!"
199568,45463826,2015-09-03,33570021,Roberta,Sara was wonderful.  She was very welcoming and kind.  She had a lot a great information in a binder about the Salem area.  The neighborhood of West Salem is a lovely mix of older and new homes and is very safe.  The site was more than we expected and we were pleasantly surprised.  We would stay there again.
199568,45845006,2015-09-06,31246522,Joanne,We really enjoyed the garden studio. Lots of room and very comfortable. Sara is a good host and welcoming. 
199568,47292176,2015-09-17,19039658,Robin,"Sarah's place was just perfect for us. Very quite, comfortable and convenient to downtown . Sarah was great, friendly but gave us our space. Would definitely recommend."
